"@timestamp","_id","_index","_score","agent.ephemeral_id","agent.hostname","agent.id","agent.name","agent.type","agent.version","ecs.version","event.category","event.created","event.dataset","event.ingested","event.kind","event.module","event.original","event.outcome","event.timezone","event.type","fileset.name","host.architecture","host.containerized","host.hostname","host.id","host.ip","host.mac","host.name","host.os.codename","host.os.family","host.os.kernel","host.os.name","host.os.name.text","host.os.platform","host.os.type","host.os.version","http.request.method","http.request.referrer","http.response.body.bytes","http.response.status_code","http.version","input.type","log.file.path","log.level","log.offset",message,"nginx.access.remote_ip_list","process.pid","process.thread.id","related.ip","service.type","source.address","source.ip","traefik.access.user_agent.name","traefik.access.user_agent.original","traefik.access.user_agent.os_name","url.extension","url.original","url.original.text","url.path","user_agent.device.name","user_agent.name","user_agent.original","user_agent.original.text","user_agent.os.full","user_agent.os.full.text","user_agent.os.name","user_agent.os.name.text","user_agent.os.version","user_agent.version"
"Oct 11, 2022 @ 01:50:45.000",Dm89xoMB2rJvw05qYcO6,".ds-filebeat-8.3.3-2022.09.27-000001","-","1340802b-d1f7-4587-8649-47207d77ad31",vagrant,"7101e0c5-6c09-421a-8576-16c0dffbd6c2",vagrant,filebeat,"8.3.3","1.12.0",web,"Oct 11, 2022 @ 01:50:54.025","nginx.access","Oct 11, 2022 @ 01:50:55.033",event,nginx,"172.27.48.101 - - [11/Oct/2022:08:50:45 +0000] ""GET /favicon.ico HTTP/1.1"" 404 1240 ""http://172.27.48.102/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:91.0) Gecko/20100101 Firefox/91.0"" ""-""",failure,"+00:00",access,access,"x86_64",false,vagrant,b8dfaa1058004833be7bbd4cd6b06186,"10.0.2.15, fe80::a00:27ff:fe64:75a1, 192.168.50.2, fe80::a00:27ff:fe03:11ef, 172.18.0.1, fe80::42:9bff:fe2b:6e02, 172.17.0.1, fe80::20eb:aaff:fe1f:3afe, fe80::dce7:92ff:fea4:4245, fe80::5c08:abff:fe9c:b90f, fe80::8456:afff:fe9b:664, fe80::cc00:c1ff:fef0:eff3","02:42:9b:2b:6e:02, 02:42:d5:69:97:97, 08:00:27:03:11:ef, 08:00:27:64:75:a1, 22:eb:aa:1f:3a:fe, 5e:08:ab:9c:b9:0f, 86:56:af:9b:06:64, ce:00:c1:f0:ef:f3, de:e7:92:a4:42:45",vagrant,jammy,debian,"5.15.0-30-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04 LTS (Jammy Jellyfish)",GET,"http://172.27.48.102/","1.2KB",404,"1.1",log,"/var/log/nginx/access.log","-","147,347","-","172.27.48.101","-","-","172.27.48.101",nginx,"172.27.48.101","172.27.48.101",Firefox,"Mozilla/5.0 (X11; Linux x86_64; rv:91.0) Gecko/20100101 Firefox/91.0",Linux,ico,"/favicon.ico","/favicon.ico","/favicon.ico",Other,Firefox,"Mozilla/5.0 (X11; Linux x86_64; rv:91.0) Gecko/20100101 Firefox/91.0","Mozilla/5.0 (X11; Linux x86_64; rv:91.0) Gecko/20100101 Firefox/91.0","-","-",Linux,Linux,"-","91.0."
"Oct 11, 2022 @ 01:50:44.000",DG89xoMB2rJvw05qYcO6,".ds-filebeat-8.3.3-2022.09.27-000001","-","1340802b-d1f7-4587-8649-47207d77ad31",vagrant,"7101e0c5-6c09-421a-8576-16c0dffbd6c2",vagrant,filebeat,"8.3.3","1.12.0",web,"Oct 11, 2022 @ 01:50:54.024","nginx.access","Oct 11, 2022 @ 01:50:55.028",event,nginx,"172.27.48.101 - - [11/Oct/2022:08:50:44 +0000] ""GET / HTTP/1.1"" 200 2922 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:91.0) Gecko/20100101 Firefox/91.0"" ""-""",success,"+00:00",access,access,"x86_64",false,vagrant,b8dfaa1058004833be7bbd4cd6b06186,"10.0.2.15, fe80::a00:27ff:fe64:75a1, 192.168.50.2, fe80::a00:27ff:fe03:11ef, 172.18.0.1, fe80::42:9bff:fe2b:6e02, 172.17.0.1, fe80::20eb:aaff:fe1f:3afe, fe80::dce7:92ff:fea4:4245, fe80::5c08:abff:fe9c:b90f, fe80::8456:afff:fe9b:664, fe80::cc00:c1ff:fef0:eff3","02:42:9b:2b:6e:02, 02:42:d5:69:97:97, 08:00:27:03:11:ef, 08:00:27:64:75:a1, 22:eb:aa:1f:3a:fe, 5e:08:ab:9c:b9:0f, 86:56:af:9b:06:64, ce:00:c1:f0:ef:f3, de:e7:92:a4:42:45",vagrant,jammy,debian,"5.15.0-30-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04 LTS (Jammy Jellyfish)",GET,"-","2.9KB",200,"1.1",log,"/var/log/nginx/access.log","-","147,003","-","172.27.48.101","-","-","172.27.48.101",nginx,"172.27.48.101","172.27.48.101",Firefox,"Mozilla/5.0 (X11; Linux x86_64; rv:91.0) Gecko/20100101 Firefox/91.0",Linux,"-","/","/","/",Other,Firefox,"Mozilla/5.0 (X11; Linux x86_64; rv:91.0) Gecko/20100101 Firefox/91.0","Mozilla/5.0 (X11; Linux x86_64; rv:91.0) Gecko/20100101 Firefox/91.0","-","-",Linux,Linux,"-","91.0."
"Oct 11, 2022 @ 01:50:44.000",DW89xoMB2rJvw05qYcO6,".ds-filebeat-8.3.3-2022.09.27-000001","-","1340802b-d1f7-4587-8649-47207d77ad31",vagrant,"7101e0c5-6c09-421a-8576-16c0dffbd6c2",vagrant,filebeat,"8.3.3","1.12.0",web,"Oct 11, 2022 @ 01:50:54.025","nginx.access","Oct 11, 2022 @ 01:50:55.032",event,nginx,"172.27.48.101 - - [11/Oct/2022:08:50:44 +0000] ""GET /stylesheets/style.css HTTP/1.1"" 200 111 ""http://172.27.48.102/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:91.0) Gecko/20100101 Firefox/91.0"" ""-""",success,"+00:00",access,access,"x86_64",false,vagrant,b8dfaa1058004833be7bbd4cd6b06186,"10.0.2.15, fe80::a00:27ff:fe64:75a1, 192.168.50.2, fe80::a00:27ff:fe03:11ef, 172.18.0.1, fe80::42:9bff:fe2b:6e02, 172.17.0.1, fe80::20eb:aaff:fe1f:3afe, fe80::dce7:92ff:fea4:4245, fe80::5c08:abff:fe9c:b90f, fe80::8456:afff:fe9b:664, fe80::cc00:c1ff:fef0:eff3","02:42:9b:2b:6e:02, 02:42:d5:69:97:97, 08:00:27:03:11:ef, 08:00:27:64:75:a1, 22:eb:aa:1f:3a:fe, 5e:08:ab:9c:b9:0f, 86:56:af:9b:06:64, ce:00:c1:f0:ef:f3, de:e7:92:a4:42:45",vagrant,jammy,debian,"5.15.0-30-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04 LTS (Jammy Jellyfish)",GET,"http://172.27.48.102/",111B,200,"1.1",log,"/var/log/nginx/access.log","-","147,155","-","172.27.48.101","-","-","172.27.48.101",nginx,"172.27.48.101","172.27.48.101",Firefox,"Mozilla/5.0 (X11; Linux x86_64; rv:91.0) Gecko/20100101 Firefox/91.0",Linux,css,"/stylesheets/style.css","/stylesheets/style.css","/stylesheets/style.css",Other,Firefox,"Mozilla/5.0 (X11; Linux x86_64; rv:91.0) Gecko/20100101 Firefox/91.0","Mozilla/5.0 (X11; Linux x86_64; rv:91.0) Gecko/20100101 Firefox/91.0","-","-",Linux,Linux,"-","91.0."
"Oct 11, 2022 @ 01:25:34.000",cW8mxoMB2rJvw05qRLJe,".ds-filebeat-8.3.3-2022.09.27-000001","-","1340802b-d1f7-4587-8649-47207d77ad31",vagrant,"7101e0c5-6c09-421a-8576-16c0dffbd6c2",vagrant,filebeat,"8.3.3","1.12.0",web,"Oct 11, 2022 @ 01:25:39.185","nginx.access","Oct 11, 2022 @ 01:25:40.189",event,nginx,"172.27.48.100 - - [11/Oct/2022:08:25:34 +0000] ""GET /logout HTTP/1.1"" 302 46 ""http://172.27.48.102/home"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0"" ""-""",success,"+00:00",access,access,"x86_64",false,vagrant,b8dfaa1058004833be7bbd4cd6b06186,"10.0.2.15, fe80::a00:27ff:fe64:75a1, 192.168.50.2, fe80::a00:27ff:fe03:11ef, 172.18.0.1, fe80::42:9bff:fe2b:6e02, 172.17.0.1, fe80::20eb:aaff:fe1f:3afe, fe80::dce7:92ff:fea4:4245, fe80::5c08:abff:fe9c:b90f, fe80::8456:afff:fe9b:664, fe80::cc00:c1ff:fef0:eff3","02:42:9b:2b:6e:02, 02:42:d5:69:97:97, 08:00:27:03:11:ef, 08:00:27:64:75:a1, 22:eb:aa:1f:3a:fe, 5e:08:ab:9c:b9:0f, 86:56:af:9b:06:64, ce:00:c1:f0:ef:f3, de:e7:92:a4:42:45",vagrant,jammy,debian,"5.15.0-30-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04 LTS (Jammy Jellyfish)",GET,"http://172.27.48.102/home",46B,302,"1.1",log,"/var/log/nginx/access.log","-","146,421","-","172.27.48.100","-","-","172.27.48.100",nginx,"172.27.48.100","172.27.48.100",Firefox,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0",Windows,"-","/logout","/logout","/logout",Other,Firefox,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0","Windows 10","Windows 10",Windows,Windows,10,"106.0."
"Oct 11, 2022 @ 01:25:34.000",cm8mxoMB2rJvw05qRLJe,".ds-filebeat-8.3.3-2022.09.27-000001","-","1340802b-d1f7-4587-8649-47207d77ad31",vagrant,"7101e0c5-6c09-421a-8576-16c0dffbd6c2",vagrant,filebeat,"8.3.3","1.12.0",web,"Oct 11, 2022 @ 01:25:39.185","nginx.access","Oct 11, 2022 @ 01:25:40.189",event,nginx,"172.27.48.100 - - [11/Oct/2022:08:25:34 +0000] ""GET / HTTP/1.1"" 200 2922 ""http://172.27.48.102/home"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0"" ""-""",success,"+00:00",access,access,"x86_64",false,vagrant,b8dfaa1058004833be7bbd4cd6b06186,"10.0.2.15, fe80::a00:27ff:fe64:75a1, 192.168.50.2, fe80::a00:27ff:fe03:11ef, 172.18.0.1, fe80::42:9bff:fe2b:6e02, 172.17.0.1, fe80::20eb:aaff:fe1f:3afe, fe80::dce7:92ff:fea4:4245, fe80::5c08:abff:fe9c:b90f, fe80::8456:afff:fe9b:664, fe80::cc00:c1ff:fef0:eff3","02:42:9b:2b:6e:02, 02:42:d5:69:97:97, 08:00:27:03:11:ef, 08:00:27:64:75:a1, 22:eb:aa:1f:3a:fe, 5e:08:ab:9c:b9:0f, 86:56:af:9b:06:64, ce:00:c1:f0:ef:f3, de:e7:92:a4:42:45",vagrant,jammy,debian,"5.15.0-30-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04 LTS (Jammy Jellyfish)",GET,"http://172.27.48.102/home","2.9KB",200,"1.1",log,"/var/log/nginx/access.log","-","146,613","-","172.27.48.100","-","-","172.27.48.100",nginx,"172.27.48.100","172.27.48.100",Firefox,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0",Windows,"-","/","/","/",Other,Firefox,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0","Windows 10","Windows 10",Windows,Windows,10,"106.0."
"Oct 11, 2022 @ 01:25:34.000",c28mxoMB2rJvw05qRLJe,".ds-filebeat-8.3.3-2022.09.27-000001","-","1340802b-d1f7-4587-8649-47207d77ad31",vagrant,"7101e0c5-6c09-421a-8576-16c0dffbd6c2",vagrant,filebeat,"8.3.3","1.12.0",web,"Oct 11, 2022 @ 01:25:39.185","nginx.access","Oct 11, 2022 @ 01:25:40.190",event,nginx,"172.27.48.100 - - [11/Oct/2022:08:25:34 +0000] ""GET /stylesheets/style.css HTTP/1.1"" 304 0 ""http://172.27.48.102/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0"" ""-""",success,"+00:00",access,access,"x86_64",false,vagrant,b8dfaa1058004833be7bbd4cd6b06186,"10.0.2.15, fe80::a00:27ff:fe64:75a1, 192.168.50.2, fe80::a00:27ff:fe03:11ef, 172.18.0.1, fe80::42:9bff:fe2b:6e02, 172.17.0.1, fe80::20eb:aaff:fe1f:3afe, fe80::dce7:92ff:fea4:4245, fe80::5c08:abff:fe9c:b90f, fe80::8456:afff:fe9b:664, fe80::cc00:c1ff:fef0:eff3","02:42:9b:2b:6e:02, 02:42:d5:69:97:97, 08:00:27:03:11:ef, 08:00:27:64:75:a1, 22:eb:aa:1f:3a:fe, 5e:08:ab:9c:b9:0f, 86:56:af:9b:06:64, ce:00:c1:f0:ef:f3, de:e7:92:a4:42:45",vagrant,jammy,debian,"5.15.0-30-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04 LTS (Jammy Jellyfish)",GET,"http://172.27.48.102/",0B,304,"1.1",log,"/var/log/nginx/access.log","-","146,801","-","172.27.48.100","-","-","172.27.48.100",nginx,"172.27.48.100","172.27.48.100",Firefox,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0",Windows,css,"/stylesheets/style.css","/stylesheets/style.css","/stylesheets/style.css",Other,Firefox,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0","Windows 10","Windows 10",Windows,Windows,10,"106.0."
"Oct 11, 2022 @ 01:25:33.000",bm8mxoMB2rJvw05qRLJe,".ds-filebeat-8.3.3-2022.09.27-000001","-","1340802b-d1f7-4587-8649-47207d77ad31",vagrant,"7101e0c5-6c09-421a-8576-16c0dffbd6c2",vagrant,filebeat,"8.3.3","1.12.0",web,"Oct 11, 2022 @ 01:25:39.184","nginx.access","Oct 11, 2022 @ 01:25:40.187",event,nginx,"172.27.48.100 - - [11/Oct/2022:08:25:33 +0000] ""POST /auth_login HTTP/1.1"" 302 54 ""http://172.27.48.102/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0"" ""-""",success,"+00:00",access,access,"x86_64",false,vagrant,b8dfaa1058004833be7bbd4cd6b06186,"10.0.2.15, fe80::a00:27ff:fe64:75a1, 192.168.50.2, fe80::a00:27ff:fe03:11ef, 172.18.0.1, fe80::42:9bff:fe2b:6e02, 172.17.0.1, fe80::20eb:aaff:fe1f:3afe, fe80::dce7:92ff:fea4:4245, fe80::5c08:abff:fe9c:b90f, fe80::8456:afff:fe9b:664, fe80::cc00:c1ff:fef0:eff3","02:42:9b:2b:6e:02, 02:42:d5:69:97:97, 08:00:27:03:11:ef, 08:00:27:64:75:a1, 22:eb:aa:1f:3a:fe, 5e:08:ab:9c:b9:0f, 86:56:af:9b:06:64, ce:00:c1:f0:ef:f3, de:e7:92:a4:42:45",vagrant,jammy,debian,"5.15.0-30-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04 LTS (Jammy Jellyfish)",POST,"http://172.27.48.102/",54B,302,"1.1",log,"/var/log/nginx/access.log","-","145,835","-","172.27.48.100","-","-","172.27.48.100",nginx,"172.27.48.100","172.27.48.100",Firefox,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0",Windows,"-","/auth_login","/auth_login","/auth_login",Other,Firefox,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0","Windows 10","Windows 10",Windows,Windows,10,"106.0."
"Oct 11, 2022 @ 01:25:33.000",b28mxoMB2rJvw05qRLJe,".ds-filebeat-8.3.3-2022.09.27-000001","-","1340802b-d1f7-4587-8649-47207d77ad31",vagrant,"7101e0c5-6c09-421a-8576-16c0dffbd6c2",vagrant,filebeat,"8.3.3","1.12.0",web,"Oct 11, 2022 @ 01:25:39.185","nginx.access","Oct 11, 2022 @ 01:25:40.188",event,nginx,"172.27.48.100 - - [11/Oct/2022:08:25:33 +0000] ""GET /home HTTP/1.1"" 200 653 ""http://172.27.48.102/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0"" ""-""",success,"+00:00",access,access,"x86_64",false,vagrant,b8dfaa1058004833be7bbd4cd6b06186,"10.0.2.15, fe80::a00:27ff:fe64:75a1, 192.168.50.2, fe80::a00:27ff:fe03:11ef, 172.18.0.1, fe80::42:9bff:fe2b:6e02, 172.17.0.1, fe80::20eb:aaff:fe1f:3afe, fe80::dce7:92ff:fea4:4245, fe80::5c08:abff:fe9c:b90f, fe80::8456:afff:fe9b:664, fe80::cc00:c1ff:fef0:eff3","02:42:9b:2b:6e:02, 02:42:d5:69:97:97, 08:00:27:03:11:ef, 08:00:27:64:75:a1, 22:eb:aa:1f:3a:fe, 5e:08:ab:9c:b9:0f, 86:56:af:9b:06:64, ce:00:c1:f0:ef:f3, de:e7:92:a4:42:45",vagrant,jammy,debian,"5.15.0-30-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04 LTS (Jammy Jellyfish)",GET,"http://172.27.48.102/",653B,200,"1.1",log,"/var/log/nginx/access.log","-","146,028","-","172.27.48.100","-","-","172.27.48.100",nginx,"172.27.48.100","172.27.48.100",Firefox,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0",Windows,"-","/home","/home","/home",Other,Firefox,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0","Windows 10","Windows 10",Windows,Windows,10,"106.0."
"Oct 11, 2022 @ 01:25:33.000",cG8mxoMB2rJvw05qRLJe,".ds-filebeat-8.3.3-2022.09.27-000001","-","1340802b-d1f7-4587-8649-47207d77ad31",vagrant,"7101e0c5-6c09-421a-8576-16c0dffbd6c2",vagrant,filebeat,"8.3.3","1.12.0",web,"Oct 11, 2022 @ 01:25:39.185","nginx.access","Oct 11, 2022 @ 01:25:40.189",event,nginx,"172.27.48.100 - - [11/Oct/2022:08:25:33 +0000] ""GET /stylesheets/style.css HTTP/1.1"" 304 0 ""http://172.27.48.102/home"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0"" ""-""",success,"+00:00",access,access,"x86_64",false,vagrant,b8dfaa1058004833be7bbd4cd6b06186,"10.0.2.15, fe80::a00:27ff:fe64:75a1, 192.168.50.2, fe80::a00:27ff:fe03:11ef, 172.18.0.1, fe80::42:9bff:fe2b:6e02, 172.17.0.1, fe80::20eb:aaff:fe1f:3afe, fe80::dce7:92ff:fea4:4245, fe80::5c08:abff:fe9c:b90f, fe80::8456:afff:fe9b:664, fe80::cc00:c1ff:fef0:eff3","02:42:9b:2b:6e:02, 02:42:d5:69:97:97, 08:00:27:03:11:ef, 08:00:27:64:75:a1, 22:eb:aa:1f:3a:fe, 5e:08:ab:9c:b9:0f, 86:56:af:9b:06:64, ce:00:c1:f0:ef:f3, de:e7:92:a4:42:45",vagrant,jammy,debian,"5.15.0-30-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04 LTS (Jammy Jellyfish)",GET,"http://172.27.48.102/home",0B,304,"1.1",log,"/var/log/nginx/access.log","-","146,215","-","172.27.48.100","-","-","172.27.48.100",nginx,"172.27.48.100","172.27.48.100",Firefox,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0",Windows,css,"/stylesheets/style.css","/stylesheets/style.css","/stylesheets/style.css",Other,Firefox,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0","Windows 10","Windows 10",Windows,Windows,10,"106.0."
"Oct 11, 2022 @ 01:25:23.000",Em8mxoMB2rJvw05qCbLD,".ds-filebeat-8.3.3-2022.09.27-000001","-","1340802b-d1f7-4587-8649-47207d77ad31",vagrant,"7101e0c5-6c09-421a-8576-16c0dffbd6c2",vagrant,filebeat,"8.3.3","1.12.0",web,"Oct 11, 2022 @ 01:25:24.181","nginx.access","Oct 11, 2022 @ 01:25:25.184",event,nginx,"172.27.48.100 - - [11/Oct/2022:08:25:23 +0000] ""POST /auth_login HTTP/1.1"" 302 54 ""http://172.27.48.102/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0"" ""-""",success,"+00:00",access,access,"x86_64",false,vagrant,b8dfaa1058004833be7bbd4cd6b06186,"10.0.2.15, fe80::a00:27ff:fe64:75a1, 192.168.50.2, fe80::a00:27ff:fe03:11ef, 172.18.0.1, fe80::42:9bff:fe2b:6e02, 172.17.0.1, fe80::20eb:aaff:fe1f:3afe, fe80::dce7:92ff:fea4:4245, fe80::5c08:abff:fe9c:b90f, fe80::8456:afff:fe9b:664, fe80::cc00:c1ff:fef0:eff3","02:42:9b:2b:6e:02, 02:42:d5:69:97:97, 08:00:27:03:11:ef, 08:00:27:64:75:a1, 22:eb:aa:1f:3a:fe, 5e:08:ab:9c:b9:0f, 86:56:af:9b:06:64, ce:00:c1:f0:ef:f3, de:e7:92:a4:42:45",vagrant,jammy,debian,"5.15.0-30-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04 LTS (Jammy Jellyfish)",POST,"http://172.27.48.102/",54B,302,"1.1",log,"/var/log/nginx/access.log","-","145,249","-","172.27.48.100","-","-","172.27.48.100",nginx,"172.27.48.100","172.27.48.100",Firefox,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0",Windows,"-","/auth_login","/auth_login","/auth_login",Other,Firefox,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0","Windows 10","Windows 10",Windows,Windows,10,"106.0."
"Oct 11, 2022 @ 01:25:23.000",E28mxoMB2rJvw05qCbLD,".ds-filebeat-8.3.3-2022.09.27-000001","-","1340802b-d1f7-4587-8649-47207d77ad31",vagrant,"7101e0c5-6c09-421a-8576-16c0dffbd6c2",vagrant,filebeat,"8.3.3","1.12.0",web,"Oct 11, 2022 @ 01:25:24.181","nginx.access","Oct 11, 2022 @ 01:25:25.185",event,nginx,"172.27.48.100 - - [11/Oct/2022:08:25:23 +0000] ""GET /home HTTP/1.1"" 200 651 ""http://172.27.48.102/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0"" ""-""",success,"+00:00",access,access,"x86_64",false,vagrant,b8dfaa1058004833be7bbd4cd6b06186,"10.0.2.15, fe80::a00:27ff:fe64:75a1, 192.168.50.2, fe80::a00:27ff:fe03:11ef, 172.18.0.1, fe80::42:9bff:fe2b:6e02, 172.17.0.1, fe80::20eb:aaff:fe1f:3afe, fe80::dce7:92ff:fea4:4245, fe80::5c08:abff:fe9c:b90f, fe80::8456:afff:fe9b:664, fe80::cc00:c1ff:fef0:eff3","02:42:9b:2b:6e:02, 02:42:d5:69:97:97, 08:00:27:03:11:ef, 08:00:27:64:75:a1, 22:eb:aa:1f:3a:fe, 5e:08:ab:9c:b9:0f, 86:56:af:9b:06:64, ce:00:c1:f0:ef:f3, de:e7:92:a4:42:45",vagrant,jammy,debian,"5.15.0-30-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04 LTS (Jammy Jellyfish)",GET,"http://172.27.48.102/",651B,200,"1.1",log,"/var/log/nginx/access.log","-","145,442","-","172.27.48.100","-","-","172.27.48.100",nginx,"172.27.48.100","172.27.48.100",Firefox,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0",Windows,"-","/home","/home","/home",Other,Firefox,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0","Windows 10","Windows 10",Windows,Windows,10,"106.0."
"Oct 11, 2022 @ 01:25:23.000",FG8mxoMB2rJvw05qCbLD,".ds-filebeat-8.3.3-2022.09.27-000001","-","1340802b-d1f7-4587-8649-47207d77ad31",vagrant,"7101e0c5-6c09-421a-8576-16c0dffbd6c2",vagrant,filebeat,"8.3.3","1.12.0",web,"Oct 11, 2022 @ 01:25:24.181","nginx.access","Oct 11, 2022 @ 01:25:25.187",event,nginx,"172.27.48.100 - - [11/Oct/2022:08:25:23 +0000] ""GET /stylesheets/style.css HTTP/1.1"" 304 0 ""http://172.27.48.102/home"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0"" ""-""",success,"+00:00",access,access,"x86_64",false,vagrant,b8dfaa1058004833be7bbd4cd6b06186,"10.0.2.15, fe80::a00:27ff:fe64:75a1, 192.168.50.2, fe80::a00:27ff:fe03:11ef, 172.18.0.1, fe80::42:9bff:fe2b:6e02, 172.17.0.1, fe80::20eb:aaff:fe1f:3afe, fe80::dce7:92ff:fea4:4245, fe80::5c08:abff:fe9c:b90f, fe80::8456:afff:fe9b:664, fe80::cc00:c1ff:fef0:eff3","02:42:9b:2b:6e:02, 02:42:d5:69:97:97, 08:00:27:03:11:ef, 08:00:27:64:75:a1, 22:eb:aa:1f:3a:fe, 5e:08:ab:9c:b9:0f, 86:56:af:9b:06:64, ce:00:c1:f0:ef:f3, de:e7:92:a4:42:45",vagrant,jammy,debian,"5.15.0-30-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04 LTS (Jammy Jellyfish)",GET,"http://172.27.48.102/home",0B,304,"1.1",log,"/var/log/nginx/access.log","-","145,629","-","172.27.48.100","-","-","172.27.48.100",nginx,"172.27.48.100","172.27.48.100",Firefox,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0",Windows,css,"/stylesheets/style.css","/stylesheets/style.css","/stylesheets/style.css",Other,Firefox,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0","Windows 10","Windows 10",Windows,Windows,10,"106.0."
